index,pdb_file,trajectory_file
5HGG_r9,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r9.csv
5HGG_r10,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r10.csv
5HGG_r11,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r11.csv
5HGG_r12,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r12.csv
5HGG_r13,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r13.csv
5HGG_r14,../../../../../db5_test/5HGG.pdb,trajectory_5HGG_r14.csv
5JMO_r0,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r0.csv
5JMO_r1,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r1.csv
5JMO_r2,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r2.csv
5JMO_r3,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r3.csv
5JMO_r4,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r4.csv
5JMO_r5,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r5.csv
5JMO_r6,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r6.csv
5JMO_r7,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r7.csv
5JMO_r8,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r8.csv
5JMO_r9,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r9.csv
5JMO_r10,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r10.csv
5JMO_r11,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r11.csv
5JMO_r12,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r12.csv
5JMO_r13,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r13.csv
5JMO_r14,../../../../../db5_test/5JMO.pdb,trajectory_5JMO_r14.csv
6B0S_r0,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r0.csv
6B0S_r1,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r1.csv
6B0S_r2,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r2.csv
6B0S_r3,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r3.csv
6B0S_r4,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r4.csv
6B0S_r5,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r5.csv
6B0S_r6,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r6.csv
6B0S_r7,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r7.csv
6B0S_r8,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r8.csv
6B0S_r9,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r9.csv
6B0S_r10,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r10.csv
6B0S_r11,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r11.csv
6B0S_r12,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r12.csv
6B0S_r13,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r13.csv
6B0S_r14,../../../../../db5_test/6B0S.pdb,trajectory_6B0S_r14.csv
7CEI_r0,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r0.csv
7CEI_r1,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r1.csv
7CEI_r2,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r2.csv
7CEI_r3,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r3.csv
7CEI_r4,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r4.csv
7CEI_r5,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r5.csv
7CEI_r6,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r6.csv
7CEI_r7,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r7.csv
7CEI_r8,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r8.csv
7CEI_r9,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r9.csv
7CEI_r10,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r10.csv
7CEI_r11,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r11.csv
7CEI_r12,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r12.csv
7CEI_r13,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r13.csv
7CEI_r14,../../../../../db5_test/7CEI.pdb,trajectory_7CEI_r14.csv
